65,7,0.112,0.58,0.34,0.5,3.651,-6.808,2.619
66,7,0.16,0.73,0.91,0.28,3.567,-18.615,6.182
67,7,0.13,0.43,0.22,0.32,3.718,-5.654,2.095
68,7,0.094,0.7,0.7,0.12,3.499,-7.693,2.437
69,7,0.112,0.1,0.91,0.26,3.484,-1.234,0.788
70,7,0.16,0.91,0.52,0.22,3.448,-10.151,3.175
71,8,0.07,0.88,0.31,0.1,2.801,-6.727,1.858
72,8,0.16,0.16,0.61,0.28,3.543,-2.748,1.396
73,8,0.076,0.85,0.91,0.5,2.554,-7.172,2.273
74,8,0.076,0.22,0.1,0.1,3.308,-1.993,1.391
75,8,0.07,0.85,0.76,0.5,2.477,-6.512,2.06
76,8,0.058,0.82,0.55,0.5,3.4,-5.505,1.65
77,8,0.064,0.91,0.34,0.24,3.338,-7.546,2.002
78,8,0.124,0.88,0.31,0.5,3.199,-4.528,1.478
79,8,0.088,0.43,0.25,0.1,3.334,-4.002,1.27
80,8,0.16,0.25,0.91,0.48,3.579,-3.591,1.762
81,9,0.094,0.91,0.64,0.38,2.698,-7.465,2.436
82,9,0.142,0.91,0.88,0.24,2.517,-16.363,5.312
83,9,0.154,0.1,0.1,0.26,2.935,-2.036,1.805
84,9,0.094,0.43,0.91,0.28,3.603,-5.223,1.938
85,9,0.076,0.91,0.52,0.44,2.91,-7.369,2.918
86,9,0.124,0.67,0.91,0.1,4.148,-19.572,6.048
87,9,0.118,0.34,0.91,0.22,3.698,-5.38,2.026
88,9,0.058,0.55,0.91,0.24,3.546,-6.724,2.102
89,9,0.082,0.25,0.46,0.5,3.486,-3.655,1.776
90,9,0.064,0.58,0.25,0.1,2.891,-3.335,1.027
